TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
3,TFC,1,5541789662,MEXAxeeL,30,2,379,201,3,3,0,207,235,22m 51s,1m 6s,92,0,0,4478,2560,2,5,4,1,0,0,2118,0,0,0,0,2,"101003,104003,107010","SCAR-L,S12K,Arma 107010",SCAR-L:33.1 / S12K:0.0 / Arma 107010:0.0,SCAR-L:0 / S12K:0 / Arma 107010:0,SCAR-L:59 / S12K:0 / Arma 107010:0,SCAR-L:2 / S12K:0 / Arma 107010:0,59,2,3.39
3,TFC,1,51006779088,MEXRivass,12,4,468,97,0,2,0,162,117,22m 51s,1m 15s,52,0,1,3142,3050,0,0,4,1,0,0,2118,0,0,0,0,0,"102002,101004,106001","UMP45,M416,P92",UMP45:0.0 / M416:0.0 / P92:0.0,UMP45:0 / M416:0 / P92:0,UMP45:29 / M416:21 / P92:12,UMP45:0 / M416:0 / P92:0,62,0,0.00
3,TFC,1,5148134954,MEXEragod,100,5,745,30,0,3,0,318,203,22m 48s,1m 25s,57,0,0,2502,3340,0,0,6,1,0,0,2118,3,5,2,0,3,"101003,101001,104003,106004","SCAR-L,AKM,S12K,P18C",SCAR-L:206.9 / AKM:0.0 / S12K:0.0 / P18C:130.7,SCAR-L:0 / AKM:0 / S12K:0 / P18C:1,SCAR-L:75 / AKM:0 / S12K:0 / P18C:17,SCAR-L:7 / AKM:0 / S12K:0 / P18C:6,92,13,14.13
3,TFC,1,5152912230,tonkaū,100,4,526,174,1,3,0,209,85,17m 56s,1m 9s,61,0,0,4682,1685,0,0,2,0,0,0,2118,3,35,1,5,11,"101003,101004,102002,104004,103100","SCAR-L,M416,UMP45,DBS,MK12",SCAR-L:315.5 / M416:442.2 / UMP45:0.0 / DBS:167.9 / MK12:0.0,SCAR-L:1 / M416:2 / UMP45:0 / DBS:1 / MK12:0,SCAR-L:385 / M416:303 / UMP45:0 / DBS:13 / MK12:0,SCAR-L:18 / M416:24 / UMP45:0 / DBS:13 / MK12:0,701,55,7.85
8,INCOGNIT EVOLUTION,2,5582662785,invgSAD09,0,2,386,65,0,1,0,130,100,22m 51s,0m 7s,70,0,1,0,2868,0,0,2,0,0,0,602,0,1,0,0,0,"104004,101004,101001,101006","DBS,M416,AKM,AUG A3",DBS:0.0 / M416:23.1 / AKM:0.0 / AUG A3:0.0,DBS:0 / M416:0 / AKM:0 / AUG A3:0,DBS:0 / M416:271 / AKM:80 / AUG A3:0,DBS:0 / M416:1 / AKM:0 / AUG A3:0,351,1,0.28
8,INCOGNIT EVOLUTION,2,5200453950,invgRR,0,1,184,5,0,0,0,206,17,21m 2s,0m 0s,0,0,0,0,2432,0,0,0,0,0,0,602,5,8,0,0,5,"101006,101004,104003","AUG A3,M416,S12K",AUG A3:415.9 / M416:93.8 / S12K:0.0,AUG A3:1 / M416:0 / S12K:0,AUG A3:471 / M416:20 / S12K:0,AUG A3:14 / M416:4 / S12K:0,491,18,3.67
8,INCOGNIT EVOLUTION,2,591076293,invgKennyDanL,0,0,21,0,0,0,0,253,56,18m 44s,0m 0s,0,0,0,0,2380,0,2,0,0,0,0,602,4,13,2,1,7,"101004,104003,101101,107010","M416,S12K,ASM Abakan,Arma 107010",M416:705.0 / S12K:0.0 / ASM Abakan:0.0 / Arma 107010:0.0,M416:2 / S12K:0 / ASM Abakan:0 / Arma 107010:0,M416:469 / S12K:0 / ASM Abakan:0 / Arma 107010:1,M416:27 / S12K:0 / ASM Abakan:0 / Arma 107010:0,470,27,5.74
8,INCOGNIT EVOLUTION,2,5325340274,invgKilla04,0,0,11,0,0,0,0,198,0,4m 14s,0m 0s,0,0,0,866,458,0,0,0,0,0,0,602,4,9,1,1,4,"101004,104003,102002","M416,S12K,UMP45",M416:483.7 / S12K:0.0 / UMP45:0.0,M416:2 / S12K:0 / UMP45:0,M416:465 / S12K:1 / UMP45:52,M416:19 / S12K:0 / UMP45:0,518,19,3.67
10,ARKADIANS,3,516117251,OR・YUM,0,2,313,54,0,2,1,116,24,22m 9s,0m 0s,8,0,0,274,2965,0,2,3,0,0,0,907,4,8,5,0,6,"101007,104004","QBZ,DBS",QBZ:259.1 / DBS:211.3,QBZ:1 / DBS:1,QBZ:44 / DBS:17,QBZ:6 / DBS:17,61,23,37.70
10,ARKADIANS,3,5675466347,OR・BOBA,0,4,530,242,0,3,0,100,84,22m 2s,0m 6s,84,0,0,141,2946,0,0,2,0,0,1,907,1,2,0,0,0,"102002,101004,106002","UMP45,M416,P1911",UMP45:100.2 / M416:0.0 / P1911:0.0,UMP45:0 / M416:0 / P1911:0,UMP45:11 / M416:0 / P1911:0,UMP45:3 / M416:0 / P1911:0,11,3,27.27
10,ARKADIANS,3,51938507952,OR・LYO,0,0,64,0,0,0,0,92,0,20m 33s,0m 12s,96,0,0,116,1994,0,1,1,0,0,0,907,0,0,0,0,0,"101003,102002,102004","SCAR-L,UMP45,Thompson SMG",SCAR-L:0.0 / UMP45:0.0 / Thompson SMG:0.0,SCAR-L:0 / UMP45:0 / Thompson SMG:0,SCAR-L:19 / UMP45:37 / Thompson SMG:0,SCAR-L:0 / UMP45:0 / Thompson SMG:0,56,0,0.00
7,MAFK ESPORTS,4,5336448741,XRToppo11,0,0,253,0,1,1,0,427,336,21m 57s,0m 30s,23,0,0,3457,2678,1,0,0,0,0,0,1306,0,5,0,0,0,"101006,101003,101004,104002","AUG A3,SCAR-L,M416,S1897",AUG A3:22.9 / SCAR-L:100.7 / M416:0.0 / S1897:0.0,AUG A3:0 / SCAR-L:0 / M416:0 / S1897:0,AUG A3:42 / SCAR-L:36 / M416:21 / S1897:3,AUG A3:1 / SCAR-L:4 / M416:0 / S1897:0,102,5,4.90
7,MAFK ESPORTS,4,537616745,MFKYutagodd,0,1,376,18,1,1,0,429,352,21m 57s,0m 29s,44,0,0,4343,2653,2,0,4,0,0,0,1306,5,24,2,1,11,"101004,101001,101003","M416,AKM,SCAR-L",M416:659.0 / AKM:335.7 / SCAR-L:26.2,M416:1 / AKM:2 / SCAR-L:0,M416:380 / AKM:90 / SCAR-L:70,M416:31 / AKM:11 / SCAR-L:1,540,43,7.96
