TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
15,BATSPARTAN,1,5305441655,BSxCHELAS,15,3,903,342,1,4,1,301,197,30m 23s,0m 0s,0,0,0,6397,2523,0,3,3,0,0,0,1998,2,15,3,0,3,"101007,104003,106008,103100","QBZ,S12K,Skorpion,MK12",QBZ:139.1 / S12K:132.5 / Skorpion:133.9 / MK12:0.0,QBZ:0 / S12K:1 / Skorpion:1 / MK12:0,QBZ:142 / S12K:12 / Skorpion:20 / MK12:0,QBZ:5 / S12K:12 / Skorpion:6 / MK12:0,174,23,13.22
15,BATSPARTAN,1,5672165692,BSxRamzes,70,1,218,8,2,2,0,234,195,30m 23s,0m 0s,0,0,0,5666,2778,1,1,0,1,0,0,1998,0,5,0,0,1,"104003,101003,104004","S12K,SCAR-L,DBS",S12K:78.0 / SCAR-L:0.0 / DBS:0.0,S12K:0 / SCAR-L:0 / DBS:0,S12K:6 / SCAR-L:127 / DBS:0,S12K:6 / SCAR-L:0 / DBS:0,133,6,4.51
15,BATSPARTAN,1,5299337510,BSxFEDERALŪgg,75,3,661,183,1,3,1,37,87,30m 23s,0m 2s,54,0,0,5706,2545,2,1,2,0,0,0,1998,0,0,0,0,0,"101004,104003,106003","M416,S12K,R1895",M416:0.0 / S12K:0.0 / R1895:0.0,M416:0 / S12K:0 / R1895:0,M416:62 / S12K:10 / R1895:0,M416:0 / S12K:0 / R1895:0,72,0,0.00
15,BATSPARTAN,1,5232819365,BSxKEVIN,76,1,216,94,2,2,0,181,151,30m 23s,0m 0s,0,0,0,6660,2466,1,3,2,0,0,0,1998,0,1,0,0,1,"104004,101004,102005","DBS,M416,PP19",DBS:0.0 / M416:38.9 / PP19:0.0,DBS:0 / M416:0 / PP19:0,DBS:4 / M416:106 / PP19:0,DBS:0 / M416:2 / PP19:0,110,2,1.82
9,KOMANDOS UNIDOS,2,5112132059,KU2Zeus,0,1,359,122,1,1,0,267,344,30m 23s,1m 52s,154,0,0,6784,3232,1,3,2,0,0,1,1092,0,0,0,1,0,"101006,104003","AUG A3,S12K",AUG A3:9.8 / S12K:0.0,AUG A3:0 / S12K:0,AUG A3:85 / S12K:0,AUG A3:1 / S12K:0,85,1,1.18
9,KOMANDOS UNIDOS,2,5197890636,KU2Loki7k,0,3,432,123,0,1,1,233,379,30m 23s,3m 30s,239,0,1,7748,2356,0,5,3,0,0,0,1092,1,4,0,0,2,"101003,105001,101001,107010","SCAR-L,M249,AKM,Arma 107010",SCAR-L:161.9 / M249:0.0 / AKM:0.0 / Arma 107010:0.0,SCAR-L:0 / M249:0 / AKM:0 / Arma 107010:0,SCAR-L:145 / M249:0 / AKM:0 / Arma 107010:4,SCAR-L:7 / M249:0 / AKM:0 / Arma 107010:0,149,7,4.70
9,KOMANDOS UNIDOS,2,5258447630,KU2LeSam77,0,0,52,0,0,0,0,174,336,30m 23s,3m 25s,263,0,0,2043,2850,2,1,3,0,1,0,1092,0,0,0,0,0,"102002,107010,104003","UMP45,Arma 107010,S12K",UMP45:0.0 / Arma 107010:0.0 / S12K:0.0,UMP45:0 / Arma 107010:0 / S12K:0,UMP45:20 / Arma 107010:6 / S12K:0,UMP45:0 / Arma 107010:0 / S12K:0,26,0,0.00
9,KOMANDOS UNIDOS,2,5389929087,KU2Juan77k,0,0,249,0,2,1,0,489,458,28m 40s,1m 48s,100,0,0,7942,2681,0,3,3,1,0,0,1092,0,11,1,1,4,"101006,102002,104004","AUG A3,UMP45,DBS",AUG A3:275.9 / UMP45:0.0 / DBS:0.0,AUG A3:0 / UMP45:0 / DBS:0,AUG A3:130 / UMP45:0 / DBS:0,AUG A3:17 / UMP45:0 / DBS:0,130,17,13.08
6,INZTINCT,3,51294850202,INzYona,0,3,334,105,0,2,0,299,264,29m 44s,0m 2s,60,0,0,2814,3041,0,4,2,0,0,0,944,3,8,0,0,3,"101004,102002,101003","M416,UMP45,SCAR-L",M416:98.1 / UMP45:174.3 / SCAR-L:123.1,M416:0 / UMP45:2 / SCAR-L:1,M416:51 / UMP45:84 / SCAR-L:30,M416:5 / UMP45:7 / SCAR-L:2,165,14,8.48
6,INZTINCT,3,5604638009,INzMau,0,0,316,0,1,2,0,558,347,29m 44s,0m 0s,0,0,0,1775,3761,1,3,3,0,0,0,944,1,12,0,0,2,"101004,102002,101003,104003","M416,UMP45,SCAR-L,S12K",M416:329.8 / UMP45:0.0 / SCAR-L:0.0 / S12K:0.0,M416:1 / UMP45:0 / SCAR-L:0 / S12K:0,M416:131 / UMP45:0 / SCAR-L:6 / S12K:0,M416:15 / UMP45:0 / SCAR-L:0 / S12K:0,137,15,10.95
6,INZTINCT,3,51950058614,INziToxic,0,0,131,0,1,0,0,315,136,26m 37s,0m 0s,0,0,0,3285,2969,1,0,0,0,0,0,944,0,1,0,0,0,"101006,101003,102004,104002,104003","AUG A3,SCAR-L,Thompson SMG,S1897,S12K",AUG A3:23.9 / SCAR-L:0.0 / Thompson SMG:0.0 / S1897:0.0 / S12K:0.0,AUG A3:0 / SCAR-L:0 / Thompson SMG:0 / S1897:0 / S12K:0,AUG A3:36 / SCAR-L:0 / Thompson SMG:0 / S1897:0 / S12K:0,AUG A3:1 / SCAR-L:0 / Thompson SMG:0 / S1897:0 / S12K:0,36,1,2.78
6,INZTINCT,3,5534885034,INzZakK,0,0,163,0,0,0,0,215,63,18m 56s,0m 5s,15,0,0,3257,2220,0,0,0,0,0,0,944,3,9,0,1,4,"101003,104003","SCAR-L,S12K",SCAR-L:366.2 / S12K:80.6,SCAR-L:1 / S12K:1,SCAR-L:158 / S12K:6,SCAR-L:11 / S12K:6,164,17,10.37
