TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
,ALL STAR ESPORTS,1,5772658003,ASELOURYYYjpg,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,1,5114407339,ASELEY,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,1,51301453461,ASEORNNYYYYYY,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,1,5132929308,ASEGELOOOXX,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,2,511433847,8DPJONAAZ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,2,5187129313,8DPLUFFY,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,2,521933446,8DPMYSTIC,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,2,5660532482,8DPNOAH,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,3,5672165692,BSxRamzes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,3,5299337510,BSxFEDERALŪgg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,3,5232819365,BSxKEVIN,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,3,5305441655,BSxCHELAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,4,51938507952,OR・LYO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,4,5675466347,OR・BOBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,4,516117251,OR・YUM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,5,5389929087,KU2Juan77k,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,5,5258447630,KU2LeSam77,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,5,5197890636,KU2Loki7k,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,5,5112132059,KU2Zeus,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MXSTORM,6,5417144607,sfhScrapp,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MXSTORM,6,5716423674,TReFRAN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MXSTORM,6,511241603,sfhKillSwitchx,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MXSTORM,6,5859366447,sfhLeppard,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INZTINCT,7,51294850202,INzYona,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INZTINCT,7,5604638009,INzMau,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INZTINCT,7,581277505,INzCouuper,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INZTINCT,7,5534885034,INzZakK,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FES ESPORTS,8,572539784,BNsRomeroOG,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FES ESPORTS,8,5621830716,FESTIXXYLOVEEE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FES ESPORTS,8,52177832522,FESAMANTHA,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FES ESPORTS,8,5966360304,FESLEENIXS,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,9,5111204641,PurgeJOSEAg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,9,5316978748,PurgeChoreBoT,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
