TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
,V2 ESPORTS,1,5216451596,V2AlucardMX,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V2 ESPORTS,1,510139056,V2Luckyyyyy,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V2 ESPORTS,1,544313239,V2Lastdance,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V2 ESPORTS,1,5202844535,V2Dramaz,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,2,5772658003,ASELOURYYYjpg,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,2,5132929308,ASEGELOOOXX,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,2,51301453461,ASEORNNYYYYYY,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALL STAR ESPORTS,2,5114407339,ASELEY ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,3,516117251,OR • YUM,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,3,51938507952,OR・LYO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ARKADIANS,3,5675466347,OR・BOBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLOVER GOLD,4,5482808043,Diegozin,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLOVER GOLD,4,558589428,CGAngelitopm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLOVER GOLD,4,573421256,slpCaydem14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLOVER GOLD,4,514665933,CGcoffee,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLDIERS FROM HELL,5,5859366447,sfhLeppard,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLDIERS FROM HELL,5,511241603,sfhKillSwitchx,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLDIERS FROM HELL,5,5842018734,drsTorresㅤ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOLDIERS FROM HELL,5,5417144607,sfhScrapp,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,6,5389929087,KU2Juan77k,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,6,5258447630,KU2LeSam77,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,6,5112132059,KU2Zeus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOMANDOS UNIDOS,6,52206371780,KU2Nix,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,7,516999247,PurgeRagnar,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,7,5936407283,PurgeTocisex,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,7,5416720184,PurgeDraxLer,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PURGE OF FIRE,7,5316978748,PurgeChoreBoT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,8,5187129313,8DPLUFFY,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,8,511014603,8DPALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,8,5660532482,8DPNOAH,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8DP ESPORTS,8,521933446,8DPMYSTIC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZOMBIE BOYS,9,5559788870,CorreleūLIC,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZOMBIE BOYS,9,511151005,R6TQM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZOMBIE BOYS,9,5538104950,esg・Drxgonzz,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZOMBIE BOYS,9,5196654254,zbAkon,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,10,5672165692,BSxRamzes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,10,5232819365,BSxKevin,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSPARTAN,10,5382690124,BSxPSYCHO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
