TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
9,SYF ESPORTS,1,5172948918,SyfMartnz,20,3,574,29,2,3,1,125,99,30m 57s,0m 2s,54,0,0,6279,2245,1,6,1,1,0,0,1403,1,5,0,0,0,"102002,101004,104002,106008","UMP45,M416,S1897,Skorpion",UMP45:0.0 / M416:162.7 / S1897:0.0 / Skorpion:0.0,UMP45:0 / M416:0 / S1897:0 / Skorpion:0,UMP45:47 / M416:111 / S1897:0 / Skorpion:0,UMP45:0 / M416:6 / S1897:0 / Skorpion:0,158,6,3.80
9,SYF ESPORTS,1,5551621809,SyfYULAY,100,3,590,88,1,3,1,275,175,30m 45s,0m 4s,90,0,0,6098,2453,0,1,3,1,0,0,1403,3,9,1,0,5,"101003,102002,106002","SCAR-L,UMP45,P1911",SCAR-L:105.5 / UMP45:532.7 / P1911:43.9,SCAR-L:0 / UMP45:3 / P1911:1,SCAR-L:17 / UMP45:65 / P1911:4,SCAR-L:3 / UMP45:14 / P1911:1,86,18,20.93
9,SYF ESPORTS,1,533711767,SyfOceanBiG,100,1,239,148,0,1,0,305,135,26m 21s,0m 0s,0,0,0,7236,1775,1,1,0,0,0,0,1403,0,1,0,0,0,"101006,102003,101004,102004,102002","AUG A3,Vector,M416,Thompson SMG,UMP45",AUG A3:0.0 / Vector:19.3 / M416:0.0 / Thompson SMG:0.0 / UMP45:0.0,AUG A3:0 / Vector:0 / M416:0 / Thompson SMG:0 / UMP45:0,AUG A3:3 / Vector:41 / M416:17 / Thompson SMG:29 / UMP45:28,AUG A3:0 / Vector:1 / M416:0 / Thompson SMG:0 / UMP45:0,118,1,0.85
9,SYF ESPORTS,1,5296904312,SyfAndreaa,100,0,0,0,0,0,0,295,107,26m 17s,0m 0s,0,0,0,6445,1818,0,0,0,0,0,0,1403,0,1,0,0,0,101004,M416,M416:24.5,M416:0,M416:9,M416:1,9,1,11.11
12,DIE4 THE RUSH NO MERCY,2,557816354,D4Txzyy,0,0,145,0,1,0,0,128,307,30m 57s,5m 45s,275,0,0,9172,2672,1,3,1,2,0,0,852,1,6,0,0,6,"102002,101004,101003,102001","UMP45,M416,SCAR-L,UZI",UMP45:0.0 / M416:36.5 / SCAR-L:231.6 / UZI:114.2,UMP45:0 / M416:0 / SCAR-L:0 / UZI:1,UMP45:0 / M416:9 / SCAR-L:55 / UZI:55,UMP45:0 / M416:2 / SCAR-L:5 / UZI:6,119,13,10.92
12,DIE4 THE RUSH NO MERCY,2,5899236972,D4Nxstyyy,0,2,236,5,1,0,1,99,229,30m 57s,5m 19s,229,0,0,8142,2338,0,0,3,1,0,0,852,0,3,1,0,3,"101006,102005,101001,104003,106002","AUG A3,PP19,AKM,S12K,P1911",AUG A3:0.0 / PP19:117.3 / AKM:101.4 / S12K:0.0 / P1911:0.0,AUG A3:0 / PP19:0 / AKM:1 / S12K:0 / P1911:0,AUG A3:0 / PP19:17 / AKM:47 / S12K:0 / P1911:0,AUG A3:0 / PP19:4 / AKM:3 / S12K:0 / P1911:0,64,7,10.94
12,DIE4 THE RUSH NO MERCY,2,520498584,D4One,0,1,410,142,0,1,0,352,383,30m 14s,4m 37s,224,0,0,8679,2789,0,2,0,0,0,0,852,0,3,0,3,1,"101003,101001,101101,102002","SCAR-L,AKM,ASM Abakan,UMP45",SCAR-L:0.0 / AKM:105.6 / ASM Abakan:71.0 / UMP45:0.0,SCAR-L:0 / AKM:1 / ASM Abakan:0 / UMP45:0,SCAR-L:0 / AKM:19 / ASM Abakan:57 / UMP45:0,SCAR-L:0 / AKM:3 / ASM Abakan:4 / UMP45:0,76,7,9.21
12,DIE4 THE RUSH NO MERCY,2,587521566,D4SWAGU1NNN,0,0,61,0,0,0,0,49,230,12m 43s,6m 29s,298,0,0,7542,1459,0,0,0,0,0,0,852,0,3,0,0,0,"101003,101100,101012,104002,107010","SCAR-L,FAMAS,Honey Badger,S1897,Arma 107010",SCAR-L:0.0 / FAMAS:52.3 / Honey Badger:0.0 / S1897:0.0 / Arma 107010:0.0,SCAR-L:0 / FAMAS:0 / Honey Badger:0 / S1897:0 / Arma 107010:0,SCAR-L:0 / FAMAS:81 / Honey Badger:0 / S1897:0 / Arma 107010:0,SCAR-L:0 / FAMAS:3 / Honey Badger:0 / S1897:0 / Arma 107010:0,81,3,3.70
6,FOX POWER,3,574748484,FXPCHOCO,0,3,682,72,1,2,1,206,179,30m 44s,0m 7s,24,0,0,6934,2602,2,8,8,0,1,1,2696,4,4,2,4,3,"104003,101006","S12K,AUG A3",S12K:0.0 / AUG A3:431.6,S12K:0 / AUG A3:3,S12K:3 / AUG A3:136,S12K:0 / AUG A3:17,139,17,12.23
6,FOX POWER,3,555453716,FXPzohan,0,6,973,250,2,4,0,466,385,30m 42s,0m 12s,129,0,0,6102,1858,1,3,3,1,0,0,2696,0,32,1,4,7,"102002,101004,101003,107010","UMP45,M416,SCAR-L,Arma 107010",UMP45:540.3 / M416:375.4 / SCAR-L:56.5 / Arma 107010:0.0,UMP45:4 / M416:2 / SCAR-L:0 / Arma 107010:0,UMP45:175 / M416:263 / SCAR-L:42 / Arma 107010:0,UMP45:21 / M416:20 / SCAR-L:3 / Arma 107010:0,480,44,9.17
6,FOX POWER,3,5132907175,FXPMelgar7,0,3,622,124,2,3,0,574,426,29m 26s,0m 13s,39,0,0,5359,3469,1,4,3,1,0,0,2696,0,0,0,0,1,"101003,101004,104003,104002","SCAR-L,M416,S12K,S1897",SCAR-L:18.8 / M416:0.0 / S12K:0.0 / S1897:0.0,SCAR-L:0 / M416:0 / S12K:0 / S1897:0,SCAR-L:8 / M416:0 / S12K:2 / S1897:0,SCAR-L:1 / M416:0 / S12K:0 / S1897:0,10,1,10.00
6,FOX POWER,3,5821181084,FXPCxntury117,0,3,419,34,1,4,0,528,381,25m 56s,0m 0s,0,0,2,3812,3043,3,6,4,0,0,0,2696,0,2,1,1,1,"101004,104003","M416,S12K",M416:94.5 / S12K:0.0,M416:0 / S12K:0,M416:72 / S12K:1,M416:5 / S12K:0,73,5,6.85
16,RIDERS ESPORTS,4,564885710,REūLaCabra,0,2,535,113,1,2,0,114,161,29m 52s,0m 19s,55,0,0,9365,3036,1,7,3,0,0,0,1537,2,5,0,0,3,"101004,102002","M416,UMP45",M416:98.6 / UMP45:164.0,M416:1 / UMP45:1,M416:261 / UMP45:62,M416:4 / UMP45:6,323,10,3.10
16,RIDERS ESPORTS,4,582464619,REūPapiVic,0,3,501,302,1,4,0,222,259,29m 52s,1m 31s,146,0,0,11749,2128,1,8,1,2,0,0,1537,10,27,2,0,7,"101004,101003,104004","M416,SCAR-L,DBS",M416:692.4 / SCAR-L:0.0 / DBS:243.5,M416:4 / SCAR-L:0 / DBS:1,M416:253 / SCAR-L:0 / DBS:16,M416:30 / SCAR-L:0 / DBS:16,269,46,17.10
16,RIDERS ESPORTS,4,554690722,REūK1ngLuka,0,2,501,0,2,4,0,425,288,27m 8s,0m 31s,39,0,0,8927,2279,0,1,1,0,0,1,1537,6,17,1,7,6,"101004,101003,101006,102002","M416,SCAR-L,AUG A3,UMP45",M416:401.4 / SCAR-L:140.1 / AUG A3:195.8 / UMP45:88.9,M416:2 / SCAR-L:1 / AUG A3:0 / UMP45:2,M416:375 / SCAR-L:91 / AUG A3:95 / UMP45:118,M416:22 / SCAR-L:3 / AUG A3:8 / UMP45:4,679,37,5.45
16,RIDERS ESPORTS,4,5174177030,REūShadoooow,0,0,0,0,0,0,0,184,0,11m 45s,0m 0s,0,0,0,9077,942,0,0,0,0,0,0,1537,3,5,1,0,6,"101006,101004,102002,103006,104003,101012","AUG A3,M416,UMP45,Mini14,S12K,Honey Badger",AUG A3:312.9 / M416:0.0 / UMP45:0.0 / Mini14:0.0 / S12K:43.4 / Honey Badger:0.0,AUG A3:0 / M416:0 / UMP45:0 / Mini14:0 / S12K:1 / Honey Badger:0,AUG A3:282 / M416:24 / UMP45:0 / Mini14:0 / S12K:9 / Honey Badger:0,AUG A3:11 / M416:0 / UMP45:0 / Mini14:0 / S12K:4 / Honey Badger:0,315,15,4.76
15,ZOMBIE GAMING,5,586104537,zbMazapanū,0,0,0,0,0,0,0,78,0,27m 11s,0m 0s,0,0,0,5388,2467,0,0,2,1,0,0,600,1,8,0,1,1,"101003,104003","SCAR-L,S12K",SCAR-L:115.8 / S12K:86.6,SCAR-L:0 / S12K:0,SCAR-L:110 / S12K:7,SCAR-L:4 / S12K:7,117,11,9.40
15,ZOMBIE GAMING,5,51305038996,zbRangelū,0,2,403,130,0,2,0,163,176,27m 11s,0m 0s,0,0,0,6253,2409,0,0,1,1,0,0,600,2,12,0,0,1,"104002,101007,101003","S1897,QBZ,SCAR-L",S1897:101.3 / QBZ:75.2 / SCAR-L:156.3,S1897:0 / QBZ:1 / SCAR-L:1,S1897:7 / QBZ:131 / SCAR-L:55,S1897:7 / QBZ:3 / SCAR-L:5,193,15,7.77
